,Invigilator,Bench_num,Roll_num,Student_name
0,Lucas Castro,BN0001,CS0001,Yvie Sosa
1,Lucas Castro,BN0002,CS0002,Addison Carr
2,Lucas Castro,BN0003,CS0003,Melina Conway
3,Lucas Castro,BN0004,CS0004,Lindsay Bradford
4,Lucas Castro,BN0005,CS0005,Fern Mccann
5,Lucas Castro,BN0006,EE0001,Brian Sutton
6,Lucas Castro,BN0007,EE0002,Lucas Castro
7,Lucas Castro,BN0008,EE0003,Mateo Adams
8,Lucas Castro,BN0009,EE0004,Kellan Mcintyre
9,Lucas Castro,BN0010,EE0005,Tyreece Stephenson
10,Lucas Castro,BN0011,CV0001,Yvie Sosa
11,Lucas Castro,BN0012,CV0002,Addison Carr
12,Lucas Castro,BN0013,CV0003,Melina Conway
13,Lucas Castro,BN0014,CV0004,Lindsay Bradford
14,Lucas Castro,BN0015,CV0005,Fern Mccann
15,Lucas Castro,BN0016,MC0001,Brian Sutton
16,Lucas Castro,BN0017,MC0002,Lucas Castro
17,Lucas Castro,BN0018,MC0003,Mateo Adams
18,Lucas Castro,BN0019,MC0004,Kellan Mcintyre
19,Lucas Castro,BN0020,MC0005,Tyreece Stephenson
20,Lucas Castro,BN0021,CS0006,Jagdeep Searle
21,Lucas Castro,BN0022,CS0007,Nuala Bowman
22,Lucas Castro,BN0023,CS0008,Tea Avery
23,Lucas Castro,BN0024,CS0009,Killian Mccarthy
24,Lucas Castro,BN0025,CS0010,Rajveer Miller
25,Lucas Castro,BN0026,EE0006,Tommie Crosby
26,Lucas Castro,BN0027,EE0007,Bradley Pace
27,Lucas Castro,BN0028,EE0008,Andrea Ayers
28,Lucas Castro,BN0029,EE0009,Mekhi Feeney
29,Lucas Castro,BN0030,EE0010,Nile Sinclair
30,Lucas Castro,BN0031,CV0006,Jagdeep Searle
31,Lucas Castro,BN0032,CV0007,Nuala Bowman
32,Lucas Castro,BN0033,CV0008,Tea Avery
33,Lucas Castro,BN0034,CV0009,Killian Mccarthy
34,Lucas Castro,BN0035,CV0010,Rajveer Miller
35,Lucas Castro,BN0036,MC0006,Tommie Crosby
36,Lucas Castro,BN0037,MC0007,Bradley Pace
37,Lucas Castro,BN0038,MC0008,Andrea Ayers
38,Lucas Castro,BN0039,MC0009,Mekhi Feeney
39,Lucas Castro,BN0040,MC0010,Nile Sinclair
40,Lucas Castro,BN0041,CS0011,Taliyah Lamb
41,Lucas Castro,BN0042,CS0012,Fraya Flores
42,Lucas Castro,BN0043,CS0013,Brianna Cuevas
43,Lucas Castro,BN0044,CS0014,Tia Mccartney
44,Lucas Castro,BN0045,CS0015,Brooke Waller
45,Lucas Castro,BN0046,EE0011,Jobe Tillman
46,Lucas Castro,BN0047,EE0012,Daniaal Macias
47,Lucas Castro,BN0048,EE0013,Eryk Paul
48,Lucas Castro,BN0049,EE0014,Valentino Patton
49,Lucas Castro,BN0050,EE0015,Aariz Guzman
