,Invigilator,Bench_num,Roll_num,Student_name
0,Nile Sinclair,BN0001,CS0001,Yvie Sosa
1,Nile Sinclair,BN0002,CS0002,Addison Carr
2,Nile Sinclair,BN0003,CS0003,Melina Conway
3,Nile Sinclair,BN0004,CS0004,Lindsay Bradford
4,Nile Sinclair,BN0005,CS0005,Fern Mccann
5,Nile Sinclair,BN0006,EE0001,Brian Sutton
6,Nile Sinclair,BN0007,EE0002,Lucas Castro
7,Nile Sinclair,BN0008,EE0003,Mateo Adams
8,Nile Sinclair,BN0009,EE0004,Kellan Mcintyre
9,Nile Sinclair,BN0010,EE0005,Tyreece Stephenson
10,Nile Sinclair,BN0011,CV0001,Yvie Sosa
11,Nile Sinclair,BN0012,CV0002,Addison Carr
12,Nile Sinclair,BN0013,CV0003,Melina Conway
13,Nile Sinclair,BN0014,CV0004,Lindsay Bradford
14,Nile Sinclair,BN0015,CV0005,Fern Mccann
15,Nile Sinclair,BN0016,MC0001,Brian Sutton
16,Nile Sinclair,BN0017,MC0002,Lucas Castro
17,Nile Sinclair,BN0018,MC0003,Mateo Adams
18,Nile Sinclair,BN0019,MC0004,Kellan Mcintyre
19,Nile Sinclair,BN0020,MC0005,Tyreece Stephenson
20,Nile Sinclair,BN0021,CS0006,Jagdeep Searle
21,Nile Sinclair,BN0022,CS0007,Nuala Bowman
22,Nile Sinclair,BN0023,CS0008,Tea Avery
23,Nile Sinclair,BN0024,CS0009,Killian Mccarthy
24,Nile Sinclair,BN0025,CS0010,Rajveer Miller
25,Nile Sinclair,BN0026,EE0006,Tommie Crosby
26,Nile Sinclair,BN0027,EE0007,Bradley Pace
27,Nile Sinclair,BN0028,EE0008,Andrea Ayers
28,Nile Sinclair,BN0029,EE0009,Mekhi Feeney
29,Nile Sinclair,BN0030,EE0010,Nile Sinclair
30,Nile Sinclair,BN0031,CV0006,Jagdeep Searle
31,Nile Sinclair,BN0032,CV0007,Nuala Bowman
32,Nile Sinclair,BN0033,CV0008,Tea Avery
33,Nile Sinclair,BN0034,CV0009,Killian Mccarthy
34,Nile Sinclair,BN0035,CV0010,Rajveer Miller
35,Nile Sinclair,BN0036,MC0006,Tommie Crosby
36,Nile Sinclair,BN0037,MC0007,Bradley Pace
37,Nile Sinclair,BN0038,MC0008,Andrea Ayers
38,Nile Sinclair,BN0039,MC0009,Mekhi Feeney
39,Nile Sinclair,BN0040,MC0010,Nile Sinclair
40,Nile Sinclair,BN0041,CS0011,Taliyah Lamb
41,Nile Sinclair,BN0042,CS0012,Fraya Flores
42,Nile Sinclair,BN0043,CS0013,Brianna Cuevas
43,Nile Sinclair,BN0044,CS0014,Tia Mccartney
44,Nile Sinclair,BN0045,CS0015,Brooke Waller
45,Nile Sinclair,BN0046,EE0011,Jobe Tillman
46,Nile Sinclair,BN0047,EE0012,Daniaal Macias
47,Nile Sinclair,BN0048,EE0013,Eryk Paul
48,Nile Sinclair,BN0049,EE0014,Valentino Patton
49,Nile Sinclair,BN0050,EE0015,Aariz Guzman
50,Nile Sinclair,BN0051,CV0011,Taliyah Lamb
51,Nile Sinclair,BN0052,CV0012,Fraya Flores
52,Nile Sinclair,BN0053,CV0013,Brianna Cuevas
53,Nile Sinclair,BN0054,CV0014,Tia Mccartney
54,Nile Sinclair,BN0055,CV0015,Brooke Waller
55,Nile Sinclair,BN0056,MC0011,Jobe Tillman
56,Nile Sinclair,BN0057,MC0012,Daniaal Macias
57,Nile Sinclair,BN0058,MC0013,Eryk Paul
58,Nile Sinclair,BN0059,MC0014,Valentino Patton
59,Nile Sinclair,BN0060,MC0015,Aariz Guzman
60,Nile Sinclair,BN0061,CS0016,Nadia Lin
